ko;RNA_PA_A_T1_insitu;RNA_PA_A_T1_plant;RNA_PA_A_T3_insitu;RNA_PA_A_T3_plant;RNA_SG_A_T1_insitu;RNA_SG_A_T1_plant;RNA_SG_A_T3_insitu;RNA_SG_A_T3_plant
ko:K18427;0;0;0;0;0;0;0;0
ko:K18429;0;2;14;17;1;2;0;0
ko:K18430;0;2;0;0;6;2;1;1
ko:K18431;1;2;0;1;0;0;0;0
ko:K18444;0;0;0;0;0;0;0;0
ko:K18445;3;1;0;2;0;0;0;0
ko:K18446;2;0;0;0;0;0;0;0
ko:K18455;29;19;10;7;8;17;14;6
ko:K18456;2;1;4;1;0;0;0;0
ko:K18457;0;0;2;1;0;0;2;0
ko:K18459;15;7;0;3;7;5;3;6
ko:K18471;13;7;0;2;1;2;2;0
ko:K18472;37;12;11;9;5;23;15;2
ko:K18473;0;0;0;0;2;0;0;0
ko:K18475;4;19;6;13;0;0;0;0
ko:K18476;0;0;1;0;0;0;0;0
ko:K18478;2;3;17;16;0;3;4;1
ko:K18479;0;0;0;0;0;0;0;0
ko:K18480;6;19;5;8;2;2;0;0
ko:K18481;11;4;9;5;2;3;0;0
ko:K18491;1;4;1;6;2;4;4;0
ko:K18530;0;0;0;0;0;0;0;0
ko:K18532;0;0;0;1;0;0;0;0
ko:K18534;8;3;5;2;0;0;0;0
ko:K18537;9;64;0;7;0;0;0;0
ko:K18538;0;0;6;3;0;0;0;0
ko:K18539;0;0;0;0;0;0;0;0
ko:K18540;1;0;0;0;0;0;0;0
ko:K18544;0;0;0;0;0;0;0;0
ko:K18545;0;0;0;0;0;0;0;0
ko:K18546;38;16;77;139;7;8;5;10
ko:K18547;2;1;0;0;26;39;18;4
ko:K18548;0;0;0;0;0;0;0;0
ko:K18552;0;0;0;0;0;0;0;0
ko:K18553;0;0;0;1;0;0;2;0
ko:K18554;0;4;2;2;0;0;0;0
ko:K18555;0;0;0;0;0;0;0;0
ko:K18556;0;0;0;0;0;0;0;0
ko:K18562;0;0;0;0;0;0;0;0
ko:K18563;0;2;0;0;0;0;0;0
ko:K18564;0;0;0;0;0;0;0;0
ko:K18565;33;13;13;5;0;0;0;0
ko:K18566;0;0;0;0;0;0;0;0
ko:K18567;0;0;0;0;0;0;0;0
ko:K18568;1;3;0;0;1;1;0;0
ko:K18569;0;3;0;0;0;0;1;0
ko:K18570;0;0;0;0;0;0;0;0
ko:K18571;0;0;0;0;0;0;0;0
ko:K18572;0;0;0;4;0;0;0;0
ko:K18574;0;0;0;0;0;0;0;0
ko:K18579;0;0;0;0;0;2;0;0
ko:K18581;12;6;4;5;3;11;2;4
ko:K18586;0;0;0;6;2;2;4;3
ko:K18587;5;8;5;6;1;1;0;0
ko:K18588;0;2;1;4;0;1;0;2
ko:K18589;2;1;0;0;0;0;0;0
ko:K18590;2;0;0;0;0;0;0;0
ko:K18593;4;5;2;0;18;10;13;3
ko:K18594;0;0;0;0;4;5;0;5
ko:K18601;0;6;0;0;27;26;11;2
ko:K18602;2;0;0;0;2;0;0;0
ko:K18603;5;6;2;2;16;16;15;8
ko:K18604;2;0;0;0;6;8;5;1
ko:K18605;1;0;0;0;3;8;1;0
ko:K18607;0;0;0;0;0;0;0;0
ko:K18608;0;0;0;0;0;0;0;0
ko:K18609;0;0;0;0;0;0;0;0
ko:K18610;1;0;0;0;0;0;0;0
ko:K18611;0;0;0;0;0;0;0;0
ko:K18612;5;0;0;0;0;0;0;0
ko:K18613;0;0;0;0;0;0;0;0
ko:K18614;0;0;0;0;0;0;0;0
ko:K18626;8;2;0;0;0;0;0;0
ko:K18640;0;0;0;0;1;2;0;0
ko:K18642;0;0;1;1;8;6;3;1
ko:K18649;4;2;2;2;7;2;0;2
ko:K18650;78;36;1;3;1;0;0;1
ko:K18652;3;2;2;5;1;0;2;0
ko:K18653;0;0;0;0;0;0;0;0
ko:K18660;17;16;4;4;4;2;0;0
ko:K18661;25;18;3;10;32;2;12;6
ko:K18662;0;0;0;3;0;1;0;0
ko:K18672;16;25;28;31;3;5;4;2
ko:K18674;0;0;7;7;0;0;0;0
ko:K18675;6;6;0;0;0;2;0;1
ko:K18676;4;3;4;0;0;0;6;0
ko:K18678;1;0;4;0;0;0;0;0
ko:K18682;330;203;106;120;69;78;31;29
ko:K18683;36;10;2;2;4;0;0;0
ko:K18687;0;0;0;3;2;3;0;0
ko:K18688;9;8;6;4;1;2;3;2
ko:K18691;14;12;5;2;5;8;5;4
ko:K18697;8;14;0;2;0;0;0;0
ko:K18700;0;0;0;1;1;0;0;0
ko:K18701;1;0;2;2;4;1;0;0
ko:K18702;8;1;2;6;4;1;1;0
ko:K18704;0;0;0;0;0;1;0;1
ko:K18707;14;10;24;27;18;3;4;2
ko:K18765;0;0;0;0;0;0;0;0
ko:K18767;0;0;0;0;0;0;0;0
ko:K18768;0;0;0;0;0;0;0;0
ko:K18770;8;3;4;0;0;0;0;0
ko:K18775;6;9;2;4;0;2;2;4
ko:K18778;18;15;5;4;15;5;2;6
ko:K18779;7;0;0;0;5;11;1;2
ko:K18783;0;0;0;0;0;0;0;0
ko:K18785;0;0;0;0;0;0;0;0
ko:K18786;0;0;2;5;2;14;2;1
ko:K18788;0;0;0;0;1;0;0;0
ko:K18793;0;0;0;0;0;0;0;0
ko:K18794;0;0;0;0;0;0;0;0
ko:K18798;0;0;0;0;0;0;0;0
ko:K18799;3;2;0;0;0;0;0;0
ko:K18800;0;10;3;2;4;1;2;0
ko:K18802;0;0;0;0;0;0;0;0
ko:K18814;40;24;451;531;5;0;1;0
ko:K18815;2;3;4;0;8;2;0;0
ko:K18816;1;0;2;0;0;0;0;0
ko:K18817;2;0;0;6;0;0;0;0
ko:K18820;0;0;0;0;0;0;0;0
ko:K18824;0;0;0;0;0;0;0;0
ko:K18827;30;5;9;25;0;4;0;0
ko:K18828;29;21;39;34;1;2;0;1
ko:K18829;12;8;13;18;0;2;0;2
ko:K18830;2;0;3;0;0;0;0;0
ko:K18831;26;22;28;34;5;0;2;0
ko:K18833;2;0;0;0;0;1;2;1
ko:K18841;0;0;2;0;0;0;0;0
ko:K18842;4;2;1;3;0;0;0;0
ko:K18843;5;7;10;8;1;0;0;0
ko:K18844;11;10;2;4;0;2;0;0
ko:K18845;3;0;0;0;0;0;1;0
ko:K18846;7;0;6;0;1;1;0;0
ko:K18847;0;0;0;0;0;0;0;0
ko:K18850;18;9;2;10;2;1;2;0
ko:K18851;0;0;19;33;0;0;0;0
ko:K18855;0;0;0;0;6;7;2;1
ko:K18856;0;0;0;0;0;0;0;0
ko:K18876;0;0;0;0;0;0;0;0
ko:K18888;0;0;0;0;0;0;0;0
ko:K18889;25;19;21;42;11;2;11;15
ko:K18890;45;11;34;37;4;11;1;9
ko:K18893;20;8;6;5;16;2;2;7
ko:K18894;0;0;1;0;0;0;0;0
ko:K18895;0;0;0;0;0;0;0;0
ko:K18896;21;2;10;24;4;15;6;6
ko:K18897;17;2;4;21;4;13;6;6
ko:K18900;4;5;0;2;0;0;0;0
ko:K18901;1;7;8;7;6;0;0;0
ko:K18902;2;0;1;3;9;1;1;0
ko:K18903;2;4;2;4;3;0;0;0
ko:K18904;0;4;0;1;1;0;0;0
ko:K18905;0;0;0;0;0;0;0;0
ko:K18907;3;0;4;1;0;0;0;0
ko:K18908;0;0;2;0;0;0;0;0
ko:K18910;58;22;9;23;11;13;5;3
ko:K18911;43;38;5;7;1;0;2;2
ko:K18912;129;82;19;30;7;11;9;8
ko:K18913;0;0;0;0;0;0;0;0
ko:K18915;0;0;0;0;0;0;2;0
ko:K18916;2;0;0;0;0;0;0;0
ko:K18917;9;8;2;5;5;14;6;2
ko:K18918;0;0;1;0;0;0;1;0
ko:K18923;0;0;0;0;0;0;0;0
ko:K18924;0;0;0;0;0;0;0;0
ko:K18926;15;7;2;4;0;5;2;1
ko:K18928;47;49;22;23;18;8;12;3
ko:K18929;87;55;24;37;33;19;13;8
ko:K18930;23;8;13;4;7;4;0;4
ko:K18933;0;2;0;0;0;0;2;0
ko:K18935;0;0;0;0;0;2;0;0
ko:K18939;3;0;0;4;0;0;0;0
ko:K18941;0;2;0;0;0;0;0;0
ko:K18954;1;0;0;2;2;0;0;0
ko:K18955;67;51;40;34;37;59;41;23
ko:K18958;76;64;10;15;14;31;16;8
ko:K18966;0;0;0;0;0;0;0;0
ko:K18967;5;11;0;0;0;0;0;0
ko:K18968;1;0;0;0;3;0;0;0
ko:K18973;0;0;0;0;0;0;0;0
ko:K18974;0;0;0;0;0;0;0;0
ko:K18976;0;0;0;0;0;0;0;0
ko:K18978;4;5;0;0;0;0;1;0
ko:K18979;46;52;20;32;3;5;4;7
ko:K18981;23;15;18;36;10;3;5;7
ko:K18982;4;0;2;0;2;0;0;0
ko:K18983;24;6;12;12;2;0;0;2
ko:K18988;7;8;0;0;0;0;0;0
ko:K18989;11;14;8;10;10;3;2;5
ko:K18990;2;1;3;4;5;1;6;0
ko:K18991;2;7;2;6;0;5;0;0
ko:K18992;0;0;0;0;0;0;0;0
ko:K18996;0;0;4;0;5;0;1;0
ko:K18997;0;1;1;1;0;0;1;0
ko:K19000;1;0;3;0;0;1;0;0
ko:K19002;10;6;0;12;0;2;1;0
ko:K19003;2;1;3;0;0;0;0;0
ko:K19005;0;0;0;0;0;0;0;0
ko:K19032;3;0;0;0;0;0;0;0
ko:K19033;7;19;2;2;0;0;0;0
ko:K19046;2;10;2;2;1;0;0;0
ko:K19047;0;0;0;0;0;0;0;0
ko:K19048;0;0;0;0;0;0;0;0
ko:K19049;2;2;0;1;0;0;0;0
ko:K19051;4;0;3;0;0;0;0;0
ko:K19052;0;0;0;11;0;0;0;0
ko:K19053;0;0;0;0;0;0;0;0
ko:K19054;0;0;0;0;0;0;0;0
ko:K19055;11;1;9;10;16;2;5;4
ko:K19056;0;0;0;0;0;0;0;0
ko:K19057;0;0;0;0;0;0;0;0
ko:K19058;3;1;6;3;0;0;0;0
ko:K19059;0;0;0;0;0;0;0;0
ko:K19062;0;0;0;0;0;3;0;0
ko:K19064;15;18;4;6;7;4;0;0
ko:K19065;0;0;0;0;0;0;0;2
ko:K19068;3;0;0;0;0;0;0;0
ko:K19070;25;13;2;0;0;0;0;0
ko:K19071;69;47;8;1;0;2;1;0
ko:K19072;30;16;0;2;0;0;0;0
ko:K19073;0;0;0;0;0;0;0;0
ko:K19075;10;0;0;5;0;0;0;0
ko:K19076;2;2;17;18;0;0;0;0
ko:K19085;0;0;0;0;0;0;0;0
ko:K19088;3;2;2;0;0;0;0;0
ko:K19090;2;0;0;0;0;0;0;0
ko:K19091;2;7;0;2;3;8;0;0
ko:K19092;3;2;0;2;0;0;1;0
ko:K19100;0;0;0;0;0;0;0;0
ko:K19101;0;0;0;0;0;0;0;0
ko:K19102;0;0;0;0;0;0;0;0
ko:K19103;0;0;0;0;0;0;0;0
ko:K19105;0;0;0;0;0;0;0;0
ko:K19113;0;0;2;0;0;0;0;0
ko:K19114;0;0;0;0;0;0;0;0
ko:K19115;2;1;0;0;0;0;0;0
ko:K19116;0;0;0;0;0;0;0;0
ko:K19117;34;30;2;10;0;0;0;0
ko:K19118;12;23;6;4;0;0;0;0
ko:K19119;20;1;0;0;0;0;0;0
ko:K19120;0;0;0;0;0;0;0;0
ko:K19121;0;0;0;0;0;0;0;0
ko:K19122;0;0;0;0;0;0;0;0
ko:K19123;8;18;7;12;20;0;0;0
ko:K19124;6;6;2;2;12;1;0;0
ko:K19125;8;8;0;1;0;2;0;0
ko:K19126;6;6;1;4;0;0;0;0
ko:K19127;3;4;0;0;0;0;0;0
ko:K19128;2;2;1;0;0;0;3;0
ko:K19129;4;2;0;0;0;0;0;0
ko:K19130;0;0;0;0;0;0;0;0
ko:K19131;4;2;34;60;4;0;0;0
ko:K19132;4;2;27;57;2;2;2;0
ko:K19133;0;0;0;0;0;0;0;0
ko:K19134;2;1;5;7;0;0;0;0
ko:K19135;1;9;28;41;14;6;1;1
ko:K19136;2;2;2;2;2;0;0;0
ko:K19138;0;0;0;0;0;1;0;0
ko:K19139;0;0;1;0;0;0;0;0
ko:K19140;2;8;2;1;0;0;0;0
ko:K19141;0;0;0;0;0;0;0;0
ko:K19142;2;0;2;14;0;0;0;0
ko:K19144;0;0;1;0;0;0;0;0
ko:K19145;0;0;0;0;0;0;0;0
ko:K19147;3;6;1;8;0;0;0;0
ko:K19155;2;0;0;0;0;0;0;0
ko:K19156;0;5;4;0;0;0;0;0
ko:K19157;3;2;0;0;0;0;0;0
ko:K19158;4;3;4;1;0;1;1;0
ko:K19159;19;8;9;19;0;1;0;0
ko:K19160;0;0;0;0;0;0;0;0
ko:K19161;0;0;0;0;0;0;0;0
ko:K19163;0;0;0;0;2;2;0;1
ko:K19164;1;1;1;2;2;0;0;0
ko:K19165;0;0;0;0;0;0;0;0
ko:K19166;9;4;8;6;0;1;0;0
ko:K19168;0;2;0;0;2;3;2;0
ko:K19169;6;2;2;0;0;0;0;0
ko:K19170;0;5;0;1;0;0;0;0
ko:K19171;2;3;7;8;0;0;0;0
ko:K19172;2;2;1;4;1;0;0;0
ko:K19175;0;0;2;2;0;0;0;0
ko:K19176;3;6;2;2;0;0;0;0
ko:K19180;7;10;2;4;0;0;0;0
ko:K19181;9;0;4;6;4;5;0;0
ko:K19185;0;1;0;5;0;0;0;0
ko:K19186;0;0;4;2;2;0;1;0
ko:K19187;4;8;6;3;0;0;0;0
ko:K19188;0;0;0;0;0;2;0;0
ko:K19189;2;2;1;2;0;0;0;0
ko:K19190;32;28;13;4;2;5;2;1
ko:K19191;13;8;5;4;2;1;0;1
ko:K19200;23;7;16;35;0;0;0;0
ko:K19203;0;0;0;0;0;2;0;0
ko:K19204;0;0;0;0;0;0;0;0
ko:K19207;0;0;0;0;0;0;0;0
ko:K19208;0;0;0;0;0;0;0;0
ko:K19209;0;0;0;0;0;0;0;0
ko:K19211;1;0;0;3;0;0;0;0
ko:K19213;0;0;0;0;0;0;0;0
ko:K19215;0;0;0;0;0;0;0;0
ko:K19219;0;2;0;0;0;0;0;0
ko:K19220;0;0;0;0;0;0;0;0
ko:K19221;28;22;6;8;8;7;2;4
ko:K19222;3;2;0;0;0;1;0;0
ko:K19223;0;2;2;5;0;2;0;0
ko:K19224;2;4;4;9;0;4;0;0
ko:K19225;64;29;11;11;18;4;5;6
ko:K19226;0;0;2;4;0;0;2;0
ko:K19227;0;0;0;0;0;0;0;0
ko:K19228;0;0;0;0;0;0;0;0
ko:K19229;0;0;0;2;0;0;0;0
ko:K19230;0;0;0;2;0;0;0;0
ko:K19231;4;2;23;63;4;0;0;0
ko:K19232;0;0;2;0;0;0;0;0
ko:K19233;24;27;4;2;2;0;0;0
ko:K19234;39;38;14;16;4;7;3;2
ko:K19235;0;0;3;11;0;0;0;0
ko:K19236;0;0;3;11;0;0;0;0
ko:K19242;0;0;0;0;0;0;0;0
ko:K19243;7;2;4;0;0;0;0;0
ko:K19244;18;14;6;10;0;6;2;2
ko:K19246;2;0;0;0;8;10;2;4
ko:K19265;18;21;18;11;10;10;9;4
ko:K19267;11;20;0;2;5;4;0;2
ko:K19268;0;2;0;0;0;0;0;0
ko:K19270;27;15;1;0;0;5;5;0
ko:K19271;2;2;0;0;0;0;0;0
ko:K19272;0;0;0;0;0;0;0;0
ko:K19273;0;0;5;3;0;0;0;0
ko:K19278;0;2;0;0;0;0;0;0
ko:K19279;2;0;2;8;2;0;0;0
ko:K19280;0;0;0;0;0;0;0;0
ko:K19285;0;0;0;0;0;0;0;0
ko:K19286;0;0;2;0;0;0;0;0
ko:K19290;0;0;0;2;0;3;0;0
ko:K19291;0;0;0;0;0;2;0;0
ko:K19292;1;0;1;0;2;0;1;0
ko:K19293;0;0;0;0;0;0;0;0
ko:K19294;9;14;11;8;3;4;1;0
ko:K19295;0;0;0;5;1;0;0;0
ko:K19296;1;0;0;0;0;0;0;0
ko:K19299;0;0;0;0;0;0;0;0
ko:K19300;0;0;0;1;0;0;0;0
ko:K19301;0;0;0;0;0;0;0;0
ko:K19302;147;66;60;66;18;39;26;27
ko:K19303;0;5;0;14;4;2;2;0
ko:K19304;0;0;0;0;0;0;0;0
ko:K19309;0;0;0;0;0;0;0;2
ko:K19310;0;1;0;0;0;0;0;0
ko:K19311;6;0;2;0;0;0;0;0
ko:K19312;0;0;0;0;0;0;0;0
ko:K19318;0;0;0;0;0;0;0;0
ko:K19321;0;0;0;0;0;0;0;0
ko:K19333;1;2;0;4;0;0;0;0
ko:K19335;0;0;0;0;0;0;0;0
ko:K19336;0;0;0;2;0;0;0;0
ko:K19337;4;2;2;7;2;0;0;0
ko:K19338;0;0;0;6;2;1;1;2
ko:K19339;0;0;0;0;6;0;1;0
ko:K19340;7;2;2;1;17;1;2;0
ko:K19341;9;10;14;7;2;0;0;0
ko:K19342;0;0;0;0;0;0;0;0
ko:K19343;0;0;0;0;0;0;1;0
ko:K19344;0;0;0;0;0;0;0;1
ko:K19345;0;0;0;0;8;0;0;0
ko:K19349;0;0;0;0;0;0;0;0
ko:K19350;0;0;0;0;0;0;0;0
ko:K19351;4;2;0;0;0;0;0;0
ko:K19353;2;2;0;4;2;3;0;1
ko:K19354;0;0;0;0;0;0;0;0
ko:K19355;22;23;4;12;0;1;1;1
ko:K19360;0;0;0;0;0;0;0;0
ko:K19373;8;0;4;2;0;0;0;0
ko:K19405;43;22;18;27;24;22;22;8
ko:K19411;33;6;14;13;13;13;13;5
ko:K19412;0;0;0;0;0;0;0;0
ko:K19416;40;65;38;75;69;21;7;9
ko:K19418;0;0;0;0;0;0;0;0
ko:K19419;0;0;0;0;0;0;0;0
ko:K19420;0;0;0;0;0;0;0;0
ko:K19421;1;0;3;14;0;0;0;0
ko:K19422;0;0;0;0;0;0;0;0
ko:K19423;0;0;0;0;0;0;0;0
ko:K19424;14;5;0;2;3;2;2;0
ko:K19425;0;0;0;0;0;0;0;0
ko:K19426;0;0;0;0;0;0;0;0
ko:K19427;0;0;0;0;0;0;0;0
ko:K19428;0;2;0;4;0;0;0;0
ko:K19429;4;2;2;0;2;0;0;0
ko:K19430;14;18;8;4;0;0;0;0
ko:K19431;0;0;4;0;0;0;0;0
ko:K19449;4;3;0;0;0;0;0;0
ko:K19505;2;0;0;2;0;0;2;0
ko:K19507;10;4;0;3;0;0;0;0
ko:K19510;0;0;0;2;0;2;2;0
ko:K19511;2;2;2;3;7;6;11;2
ko:K19515;0;0;0;3;0;1;0;0
ko:K19516;0;0;0;0;0;0;0;0
ko:K19517;0;0;0;0;0;0;0;0
ko:K19519;26;14;0;6;0;0;0;0
ko:K19540;0;4;0;0;0;1;0;1
ko:K19545;3;0;0;0;0;0;0;0
ko:K19546;0;0;0;0;0;0;0;0
ko:K19547;2;0;36;34;0;2;0;0
ko:K19548;8;3;0;2;2;0;0;1
ko:K19550;0;0;0;0;0;0;1;0
ko:K19551;0;0;0;0;0;0;0;0
ko:K19560;0;0;0;0;0;0;0;0
ko:K19563;6;0;0;0;0;0;0;1
ko:K19569;0;2;0;0;0;0;0;0
ko:K19572;0;0;0;0;0;0;0;0
ko:K19576;1;0;0;0;0;0;0;0
ko:K19577;7;0;4;7;6;3;2;0
ko:K19578;0;0;0;0;0;0;0;0
ko:K19580;1;0;0;3;2;0;0;0
ko:K19585;0;0;0;0;0;2;0;0
ko:K19586;0;0;0;0;0;0;1;0
ko:K19588;13;5;0;0;0;0;0;0
ko:K19591;94;49;58;55;5;0;4;5
ko:K19592;5;5;2;0;3;0;0;0
ko:K19593;0;0;0;0;0;0;0;0
ko:K19594;0;0;0;0;0;5;5;4
ko:K19595;0;0;0;0;2;5;0;2
ko:K19597;2;5;8;7;0;0;0;0
ko:K19609;0;0;0;0;0;0;0;0
ko:K19610;0;0;0;0;0;0;0;0
ko:K19611;0;0;0;0;0;0;0;0
ko:K19613;0;0;0;0;0;0;0;0
ko:K19615;0;0;2;4;0;0;0;0
ko:K19616;1;0;0;0;0;0;0;0
ko:K19617;0;0;0;0;1;0;2;0
ko:K19620;0;0;5;6;0;0;0;0
ko:K19621;0;0;2;2;0;0;0;0
ko:K19622;4;3;27;38;11;5;4;2
ko:K19623;0;0;0;6;3;0;0;0
ko:K19632;0;0;0;0;0;0;0;0
ko:K19633;0;0;0;0;0;0;0;2
ko:K19640;0;0;0;6;17;11;0;0
ko:K19641;0;0;27;48;0;3;4;3
ko:K19647;0;2;0;0;0;0;2;0
ko:K19653;0;0;0;0;0;0;0;0
ko:K19659;0;0;0;0;0;0;0;0
ko:K19661;0;0;0;0;0;0;0;0
ko:K19664;2;1;0;2;0;0;0;0
ko:K19666;0;0;0;1;2;0;0;0
ko:K19668;12;20;2;6;120;150;31;17
ko:K19670;0;0;2;1;2;0;2;2
ko:K19686;1;0;10;16;0;1;0;0
ko:K19687;9;6;3;14;0;2;0;0
ko:K19689;71;43;25;59;10;15;5;6
ko:K19693;7;14;2;0;0;0;1;2
ko:K19694;13;15;16;14;9;1;0;0
ko:K19696;2;6;0;0;0;0;0;0
ko:K19697;0;0;0;0;0;0;0;0
ko:K19700;0;0;0;0;2;0;0;0
ko:K19701;0;0;16;19;1;0;0;0
ko:K19702;6;8;21;19;6;13;5;0
ko:K19707;30;21;16;17;25;14;18;7
ko:K19709;15;2;1;0;0;0;0;0
ko:K19710;45;44;26;10;3;4;7;1
ko:K19712;0;0;0;0;0;0;0;0
ko:K19713;0;8;6;12;1;4;6;2
ko:K19714;0;0;0;0;7;0;0;0
ko:K19715;20;10;1;6;0;2;0;0
ko:K19719;0;0;0;0;0;0;0;0
ko:K19720;3;2;0;0;0;0;0;1
ko:K19731;0;0;0;3;2;0;0;2
ko:K19732;0;0;0;3;0;0;0;0
ko:K19733;3;0;0;0;0;2;0;2
ko:K19734;0;0;0;1;3;3;0;0
ko:K19736;0;0;2;0;0;0;2;0
ko:K19737;2;6;0;0;0;0;0;0
ko:K19742;6;0;0;0;0;0;0;0
ko:K19743;2;0;0;2;2;0;0;0
ko:K19744;0;0;0;0;0;0;0;0
ko:K19745;23;15;3;12;2;0;3;4
ko:K19746;4;9;10;5;6;0;0;3
ko:K19761;0;0;0;0;0;0;0;0
ko:K19765;0;0;0;0;0;0;0;0
ko:K19775;0;0;0;0;0;0;0;0
ko:K19776;0;0;0;0;0;0;0;0
ko:K19777;0;0;0;0;0;0;0;0
ko:K19778;0;0;0;0;4;2;0;0
ko:K19784;64;53;30;44;14;13;11;5
ko:K19789;0;0;0;4;0;0;0;0
ko:K19794;18;3;0;3;5;7;0;3
ko:K19795;0;0;2;0;1;0;0;0
ko:K19802;40;30;24;30;4;3;3;0
ko:K19803;0;2;0;0;0;0;0;0
ko:K19804;16;13;20;40;7;4;2;2
ko:K19809;0;0;0;0;0;0;0;0
ko:K19810;0;0;0;0;0;0;0;0
ko:K19813;6;1;20;39;5;2;1;0
ko:K19818;1;2;0;1;0;0;0;0
ko:K19819;2;0;0;0;0;0;0;0
ko:K19820;6;0;2;4;0;0;0;2
ko:K19826;0;0;0;2;0;0;0;0
ko:K19837;2;0;0;0;1;0;0;0
ko:K19856;2;2;1;0;0;3;2;0
ko:K19857;1;2;2;2;0;0;0;0
ko:K19872;7;0;0;0;0;1;0;0
ko:K19883;0;0;0;4;0;0;0;0
ko:K19954;4;0;1;0;0;0;0;0
ko:K19955;0;0;0;0;17;0;0;0
ko:K19956;6;4;8;2;7;0;0;0
ko:K19961;0;0;0;0;0;0;0;0
ko:K19965;0;0;0;0;0;1;0;0
ko:K19966;0;0;0;0;1;0;0;0
ko:K19967;6;3;4;5;4;2;2;2
ko:K19969;13;5;9;27;0;0;0;2
ko:K19973;15;5;10;6;1;0;0;0
ko:K19974;11;0;6;6;0;0;0;0
ko:K19975;7;5;4;4;0;0;0;0
ko:K19976;8;7;6;4;0;0;0;0
ko:K19978;0;0;0;0;0;2;0;0
ko:K19979;0;0;0;0;1;0;0;0
ko:K19981;17;49;0;0;0;0;0;0
ko:K19982;3;2;2;0;2;6;12;2
ko:K19997;6;6;9;6;0;1;0;0
ko:K20011;2;0;2;4;0;0;0;0
ko:K20022;3;0;1;0;0;0;0;0
ko:K20023;49;14;7;23;15;5;14;11
ko:K20034;21;44;6;37;35;17;12;6
ko:K20035;51;81;15;40;39;8;8;11
ko:K20036;2;0;4;0;8;2;0;2
ko:K20037;0;0;0;0;0;0;0;0
ko:K20038;0;0;0;0;0;0;0;0
ko:K20074;252;322;194;314;102;92;83;60
ko:K20087;0;0;6;4;0;0;0;0
ko:K20089;0;0;0;0;0;0;0;0
ko:K20090;0;0;0;0;0;0;0;0
ko:K20107;0;0;0;0;0;0;0;0
ko:K20108;0;0;0;0;0;0;0;0
ko:K20109;0;0;0;0;0;0;0;0
ko:K20110;0;0;0;2;0;0;0;0
ko:K20116;0;0;0;0;0;0;0;0
ko:K20117;0;0;0;0;0;0;0;0
ko:K20118;0;0;0;0;0;0;0;0
ko:K20148;3;8;7;8;0;0;1;0
ko:K20150;0;0;0;0;0;0;0;0
ko:K20151;0;0;0;0;0;0;0;0
ko:K20155;0;0;0;0;0;0;0;0
ko:K20157;0;0;2;0;0;0;0;0
ko:K20170;2;2;0;3;0;0;0;0
ko:K20171;0;0;0;0;0;0;0;0
ko:K20200;4;2;6;8;0;0;0;0
ko:K20201;1;1;0;1;0;0;0;0
ko:K20204;0;0;0;0;0;0;0;0
ko:K20207;3;0;4;2;2;0;0;0
ko:K20215;1;0;0;0;0;0;2;0
ko:K20218;0;0;0;0;2;2;2;0
ko:K20219;0;0;0;0;2;1;2;0
ko:K20238;50;60;10;38;2;0;9;4
ko:K20248;0;0;0;0;0;0;0;0
ko:K20249;0;0;0;0;2;0;0;0
ko:K20252;0;0;0;0;0;0;0;0
ko:K20257;1;2;0;1;0;0;0;0
ko:K20258;0;0;0;0;0;0;0;0
ko:K20261;0;0;0;0;0;0;0;0
ko:K20262;0;0;0;0;0;0;0;0
ko:K20263;0;0;0;0;0;0;0;0
ko:K20264;8;0;1;1;0;0;0;0
ko:K20265;0;3;2;13;11;13;4;2
ko:K20266;4;2;0;2;0;0;2;0
ko:K20267;0;0;0;0;0;0;0;0
ko:K20268;0;0;0;0;0;0;0;0
ko:K20272;0;0;0;0;0;0;0;0
ko:K20273;6;7;0;1;7;0;0;0
ko:K20274;4;4;7;7;14;19;8;8
ko:K20276;700;613;697;1077;204;237;143;70
ko:K20306;0;0;4;7;0;0;2;0
ko:K20319;0;0;0;0;0;0;0;0
ko:K20320;0;0;0;0;0;0;0;0
ko:K20326;0;0;0;0;0;0;0;0
ko:K20327;0;1;2;0;0;0;0;0
ko:K20328;0;0;0;0;0;0;1;0
ko:K20329;0;0;0;0;0;0;0;0
ko:K20331;0;0;0;0;0;0;0;0
ko:K20332;2;4;0;2;0;0;4;2
ko:K20333;10;5;7;4;2;2;2;1
ko:K20334;0;1;0;0;0;0;0;0
ko:K20344;13;2;31;39;8;2;1;1
ko:K20345;0;0;0;0;3;2;1;1
ko:K20370;0;0;54;78;20;17;11;4
ko:K20373;0;0;0;0;0;0;0;0
ko:K20374;0;0;2;0;0;0;0;0
ko:K20375;0;0;0;0;0;0;0;0
ko:K20382;0;0;0;0;0;0;0;0
ko:K20391;0;0;0;0;0;0;0;0
ko:K20420;0;0;0;0;0;1;0;0
ko:K20421;14;17;0;20;1;1;0;0
ko:K20422;0;0;0;0;0;0;0;0
ko:K20423;0;0;0;0;0;0;0;0
ko:K20426;0;0;0;4;0;0;0;0
ko:K20427;7;2;2;1;0;0;0;0
ko:K20428;8;0;0;0;0;3;0;0
ko:K20429;10;6;8;6;0;0;0;1
ko:K20430;0;0;0;0;0;0;0;0
ko:K20431;2;1;4;6;3;0;1;0
ko:K20432;2;0;0;0;0;0;0;0
ko:K20433;0;0;0;0;1;0;0;0
ko:K20435;0;0;0;0;0;0;0;0
